name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2022-11-01,7.7,2.9,4.6,4.2,-2.1,0.3,-0.4,70.7,1,100,4.17,rain,0,0.3,54.7,27.4,168,1017.3,98.9,23.6,17,1.5,1,10,2022-11-01T08:20:23,2022-11-01T17:59:10,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2022-11-02,5,-0.2,2.9,1.1,-5.3,-1.7,-1.1,76.1,2.1,100,12.5,"rain,snow",0.4,0.3,54,25.6,183,1008.9,81.2,19.6,18.7,1.5,1,10,2022-11-02T08:22:11,2022-11-02T17:57:21,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-03,4.2,-0.6,1.4,-0.8,-6.7,-3.9,-0.7,86.6,16,100,4.17,"rain,snow",0.2,0.2,51.1,29.9,184.2,1014.6,89.5,14.3,36,3.2,2,10,2022-11-03T08:23:58,2022-11-03T17:55:33,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-04,5.1,-2.1,1.6,0.7,-8.8,-2.8,0.6,93,7,100,8.33,"rain,snow",2.1,1,58,33.8,200,1008.8,100,7.2,5.6,0.4,0,10,2022-11-04T08:25:46,2022-11-04T17:53:47,0.35,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-05,0.8,-2.9,-1.8,-5.7,-11.8,-9.3,-5.5,76.2,8.5,100,8.33,snow,0.2,0.8,72,46.8,229.3,1014.8,79.6,20.6,78.4,6.9,4,10,2022-11-05T08:27:33,2022-11-05T17:52:02,0.39,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-06,0,-4.8,-2.5,-5.6,-11.3,-8.6,-6.1,76.8,0,0,0,,0,0.4,49.7,28.8,249.9,1020.6,33.8,23.4,83.5,7.3,4,10,2022-11-06T08:29:21,2022-11-06T17:50:20,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2022-11-07,-1.5,-4.6,-3.1,-5.2,-9,-7,-5.6,82.7,0,0,0,,0,1.7,24.5,12.6,261,1021.7,92.4,22.8,55.6,4.8,2,10,2022-11-07T08:31:08,2022-11-07T17:48:39,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2022-11-08,-1.3,-5.9,-3.6,-1.3,-9.9,-7.4,-5.3,88.4,2,100,4.17,snow,0.1,2.5,31,15.8,275.9,1022.9,81.3,13.2,55.9,4.7,3,10,2022-11-08T08:32:55,2022-11-08T17:47:00,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-09,-0.9,-3.7,-2.3,-5.8,-9.2,-7.6,-4.1,88,1.6,100,8.33,"rain,snow",1,3.6,36,19.4,238.1,1027.3,93.7,12,47.3,4.1,2,10,2022-11-09T08:34:42,2022-11-09T17:45:23,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2022-11-10,-0.1,-4,-1.3,-5.4,-9.9,-7.3,-2.7,90.5,0.7,100,20.83,snow,0.5,3.9,47.9,30.2,236.9,1029.1,99.3,11.1,33,2.8,2,10,2022-11-10T08:36:29,2022-11-10T17:43:48,0.56,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
