name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2021-11-01,7.2,2.9,5.3,3.2,-0.2,1.7,3,85.4,1.2,100,8.33,rain,0,0.2,42.8,28.8,246,1019,99.5,20,25.5,2.1,2,,2021-11-01T08:20:49,2021-11-01T17:58:43,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2021-11-02,5.7,-11.8,-2.4,4.2,-19.1,-7.6,-5.3,80.9,0.8,100,8.33,"rain,snow",0,0.9,44.6,28.8,18.1,1023.2,66.1,16.7,39.8,3.4,2,,2021-11-02T08:22:36,2021-11-02T17:56:54,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2021-11-03,-6.1,-16.6,-11.2,-10.8,-21.8,-16.9,-15.1,73.7,0.5,100,4.17,snow,1,1,37.1,19.1,5,1042,27.6,20,78,6.8,3,,2021-11-03T08:24:24,2021-11-03T17:55:07,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-04,-5.3,-16.1,-10.2,-10.9,-24.1,-15.3,-14.2,72.7,0,0,0,,0,0.8,28.8,15.1,265.3,1048.1,26.5,20,76,6.7,3,,2021-11-04T08:26:11,2021-11-04T17:53:21,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-05,0.6,-11.3,-6.1,-5.1,-17.6,-12.2,-13.1,58.9,0,0,0,,0,0.9,39.2,28.8,243.5,1045.3,31.5,20,75.7,6.6,3,,2021-11-05T08:27:59,2021-11-05T17:51:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-06,3.1,-5.3,-2.1,-2.2,-13.3,-7.6,-12.4,47,0,0,0,,0,1.4,33.1,28.8,238.8,1039.5,76.6,20,53.6,4.6,2,,2021-11-06T08:29:46,2021-11-06T17:49:55,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-07,4,-7.6,-2.2,-0.2,-15.2,-8,-13.7,42.1,0,0,0,,0,1.3,38.2,28.8,224.1,1032.1,75.2,20,70.3,6,3,,2021-11-07T08:31:33,2021-11-07T17:48:14,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-08,4.8,-3.6,-0.4,1.3,-11.9,-5.4,-11.8,42.9,0,0,0,,0,0.9,37.1,36,219,1027,61.9,20,68.3,6,3,,2021-11-08T08:33:20,2021-11-08T17:46:36,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-09,8.4,-6.3,-0.1,4.5,-9.9,-4.3,-10,49.2,0,0,0,,0,0.6,37.8,28.8,201.8,1026,49.3,20,69.7,6.1,3,,2021-11-09T08:35:07,2021-11-09T17:44:59,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-10,4.1,-1.8,1.6,-0.3,-7.8,-3.6,-2.3,77.4,0.4,100,4.17,"rain,snow",0.1,0.6,46.8,36,218.8,1018.2,99.6,10.3,7,0.6,0,,2021-11-10T08:36:54,2021-11-10T17:43:25,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-11,4.2,0.2,1.4,1.2,-4,-2,-1.8,79.6,6,100,8.33,"rain,snow",0.1,0.5,37.4,36,216.2,1019.7,100,20,26.8,2.4,1,,2021-11-11T08:38:40,2021-11-11T17:41:52,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-12,1.1,-4.8,-1.7,1.1,-11.6,-6.3,-4.9,79.2,0.7,100,4.17,snow,0,0.7,36,21.6,248.5,1017,90.8,20,40.2,3.5,2,,2021-11-12T08:40:26,2021-11-12T17:40:22,0.25,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2021-11-13,-1.4,-3.3,-2.3,-7.3,-9.2,-8.2,-5.9,77,0.4,100,4.17,"rain,snow",1.4,1.8,45.7,28.8,218.3,1018.3,98.9,14.7,25.9,2.2,1,,2021-11-13T08:42:12,2021-11-13T17:38:53,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-14,-0.1,-3.7,-2.5,-5.6,-11.5,-8.6,-5,83.1,0.6,100,8.33,"rain,snow",0.9,2.6,46.1,36,232.3,1007.9,99.4,8.3,25.3,2.2,1,,2021-11-14T08:43:57,2021-11-14T17:37:27,0.32,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-15,-3.6,-11.5,-6.6,-8.3,-16.4,-11.5,-9.3,81.2,1.3,100,8.33,snow,0,3.1,25.9,21.6,307.6,1019.2,98.1,11.3,43.2,3.7,2,,2021-11-15T08:45:41,2021-11-15T17:36:03,0.36,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-16,-8.4,-16.6,-11.2,-11.7,-21.8,-15.2,-14.6,76.3,0.5,100,8.33,snow,0,3.5,19.4,14.4,19.4,1023,93.8,13.3,45.8,4.1,2,,2021-11-16T08:47:25,2021-11-16T17:34:42,0.39,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-17,-8.1,-16,-13.1,-12.8,-25.6,-19.8,-16.3,77.1,0.7,100,8.33,snow,0,4.1,41,23,238.7,1016.2,85.5,11.3,49.4,4.3,2,,2021-11-17T08:49:08,2021-11-17T17:33:23,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-18,-7.4,-18,-11.9,-13.3,-26.5,-17.5,-15.1,77.5,0.9,100,8.33,snow,0.3,5.1,37.1,21.6,290.3,1022.9,56.5,20,59.9,5.2,3,,2021-11-18T08:50:51,2021-11-18T17:32:06,0.46,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-19,-9.1,-23.1,-16.3,-18.2,-29.4,-23.7,-19.4,77.1,0,0,0,snow,5,5,33.5,28.8,224.3,1035.4,62.4,20,57.9,5,3,,2021-11-19T08:52:32,2021-11-19T17:30:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-11-20,-9,-12.3,-10.8,-15.9,-21.2,-18.6,-13.5,80.4,0.1,100,4.17,snow,0,4.9,37.1,36,198.4,1028.5,81.3,17.5,54.7,4.7,3,,2021-11-20T08:54:13,2021-11-20T17:29:40,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-11-21,-4.6,-13.6,-9.5,-11.4,-21.1,-16.2,-13,75.9,0.2,100,4.17,snow,0,4.8,37.8,21.6,178.2,1011.2,70.8,20,47.7,4,2,,2021-11-21T08:55:53,2021-11-21T17:28:31,0.56,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
