name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2019-11-01,6.9,-2.2,0.4,3.7,-8.5,-5.6,-3.5,75.2,0.1,100,4.17,rain,0,0.2,60.5,43.2,243.5,1011.3,83.2,10,33.8,2.9,1,,2019-11-01T08:19:52,2019-11-01T17:59:39,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2019-11-02,0.2,-7.2,-3.2,-5.3,-11.7,-7.4,-6.6,78.4,0.7,100,8.33,"rain,snow",0,1.2,30.6,21.6,256.1,1026.6,66.6,20,55.1,4.6,2,,2019-11-02T08:21:40,2019-11-02T17:57:50,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2019-11-03,-0.7,-8.8,-4,-5.9,-11.1,-8.2,-7.1,79.6,2.1,100,20.83,"rain,snow",0.1,1.1,40,36,82.6,1030.2,87.5,20,32.2,2.6,1,,2019-11-03T08:23:27,2019-11-03T17:56:01,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2019-11-04,-1.8,-3.5,-2.5,-8.2,-10.3,-9.2,-4,89.5,4,100,4.17,"rain,snow",8.1,4.8,50.8,36,49.9,1020.2,99.7,1.7,14.1,1.3,1,,2019-11-04T08:25:14,2019-11-04T17:54:15,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2019-11-05,-2.9,-8.1,-4.8,-3.4,-14.5,-9.3,-6.5,88.2,4,100,8.33,snow,0.6,5.3,30.6,36,345.2,1027.8,75.1,20,63.4,5.4,3,,2019-11-05T08:27:02,2019-11-05T17:52:30,0.26,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2019-11-06,-1,-4.9,-2.4,-5.9,-11,-8,-5.1,82,0,0,0,snow,1,2.6,33.1,36,235.8,1025.3,86.6,20,49.3,4.4,2,,2019-11-06T08:28:49,2019-11-06T17:50:47,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2019-11-07,-1,-5.3,-2.5,-6.8,-14.1,-9.4,-6.5,74.1,0,0,0,,0,2.6,57.6,50.4,234,1023.2,81.8,20,60.7,5.3,2,,2019-11-07T08:30:37,2019-11-07T17:49:05,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"35078099999,remote"
Atbasar kazakhstan,2019-11-08,0.9,-1.6,-0.3,-3.4,-9,-6.5,-2.7,83.9,1,100,4.17,"rain,snow",0,2.1,57.6,50.4,237.5,1021.9,99.1,20,19.3,1.6,1,,2019-11-08T08:32:24,2019-11-08T17:47:26,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2019-11-09,0.8,-5.8,-1.4,0.2,-13.9,-6.1,-2.1,94.9,10,100,8.33,"rain,snow",11.4,6.8,51.8,36,78.8,1023.8,100,2,9.7,0.7,0,,2019-11-09T08:34:11,2019-11-09T17:45:48,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2019-11-10,-5.5,-15.9,-11.9,-13.2,-22.5,-17.9,-14.8,78.7,10,100,8.33,snow,0.7,12.4,64.8,43.2,24.7,1036.1,32.9,20,75.4,6.6,3,,2019-11-10T08:35:58,2019-11-10T17:44:13,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
