name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2023-11-01,4.5,0.7,1.8,-0.6,-4.8,-3.4,-0.2,86.9,4.1,100,8.33,"rain,snow",0.8,0.9,54,32.4,270.6,1020.4,99.6,16.1,20.6,1.7,1,10,2023-11-01T08:19:58,2023-11-01T17:59:37,0.61,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2023-11-02,9.4,0.4,5.3,6.8,-3.9,1.6,3.7,89.6,0.3,100,4.17,rain,0,0.7,67,31.3,252.6,1023.8,98.2,22.8,27.6,2.3,2,10,2023-11-02T08:21:46,2023-11-02T17:57:47,0.64,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2023-11-03,12.2,4.5,7.1,12.2,1.4,5.2,4.8,85.8,0.5,100,8.33,rain,0,0.1,40.3,20.2,180.9,1025.1,87.2,21.6,73.5,6.5,3,10,2023-11-03T08:23:33,2023-11-03T17:55:59,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2023-11-04,10.1,2.6,7,10.1,-0.4,4.3,4.2,82.9,0,0,0,,0,0,48.2,23,245.7,1020.6,78.2,22.8,59.4,5,3,10,2023-11-04T08:25:20,2023-11-04T17:54:13,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2023-11-05,4.8,-2.1,1.8,2.2,-6.1,-1.1,-3.6,69.3,0,0,0,,0,0,26.6,12.2,32.9,1030.7,24.5,23.4,90.3,7.7,4,10,2023-11-05T08:27:08,2023-11-05T17:52:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2023-11-06,5.6,-7.1,0.5,3.9,-10.8,-1.9,-6.1,63.3,0,0,0,,0,0,16.6,10.8,125.9,1033.1,14.7,23.4,86.8,7.5,4,10,2023-11-06T08:28:55,2023-11-06T17:50:45,0.77,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2023-11-07,9.4,-6.3,2.5,7.7,-6.3,0.3,-6.6,53.4,0,0,0,,0,0,18.7,13,142.4,1026.3,27.3,22.8,86,7.5,4,10,2023-11-07T08:30:43,2023-11-07T17:49:03,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2023-11-08,9.6,-2.9,4,7,-7,0.9,-4.6,55,0,0,0,,0,0,37.8,20.2,134,1015.8,36.9,23.4,78.5,6.8,4,10,2023-11-08T08:32:30,2023-11-08T17:47:24,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2023-11-09,4.6,-0.9,3,2.3,-3.6,0.3,0.6,84.9,0.1,100,4.17,rain,0,0,33.1,19.1,232.2,1011.4,93.5,15.7,5.5,0.6,0,10,2023-11-09T08:34:17,2023-11-09T17:45:46,0.87,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"35078099999,remote"
Atbasar kazakhstan,2023-11-10,6.1,1.1,3.5,3.5,-3.6,-0.5,0.2,79.6,12,100,8.33,"rain,snow",0.1,0,46.1,25.9,266.7,1022.8,80.9,17.3,34.3,2.9,2,10,2023-11-10T08:36:04,2023-11-10T17:44:11,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"35078099999,remote"
